Date,ResourceID,Service,Department,Environment,UsageAmount,Cost,Currency,Is_Waste,Unit_Cost
2026-03-28,res-9632,Lambda (Serverless),Engineering,Dev,10.168878780771433,24.95,USD,False,2.453564501838544
2026-01-29,res-3541,CloudFront (CDN),Unallocated,Staging,22.709297826611017,35.36,USD,False,1.5570714810285655
2026-03-03,res-1187,S3 (Storage),Data Science,Prod,60.00763833097864,33.65,USD,False,0.5607619452443666
2026-01-14,res-8231,S3 (Storage),Sales,Dev,99.64690764386816,0.41,USD,False,0.004114528084156
2026-02-16,res-3497,RDS (Database),Unallocated,Staging,20.62741755884353,0.2,USD,False,0.0096958332001309
2026-03-10,res-6175,Lambda (Serverless),Data Science,Dev,9.903850418748531,35.86,USD,False,3.6208139747461305
2026-01-21,res-7997,RDS (Database),Unallocated,Staging,44.53138571435793,38.38,USD,False,0.8618640400320041
2026-03-20,res-8436,Lambda (Serverless),Engineering,Dev,2.127652026463813,39.06,USD,False,18.3582651270839
2026-02-07,res-1661,CloudFront (CDN),Unallocated,Dev,7.40521606196779,6.87,USD,False,0.9277244502403396
2026-01-26,res-8911,RDS (Database),Marketing,Prod,80.65646538598911,40.4,USD,False,0.5008897898843199
2026-01-18,res-9913,Lambda (Serverless),Marketing,Dev,91.96782302906976,46.02,USD,False,0.5003924033893214
2026-02-15,res-8583,EC2 (Compute),Data Science,Dev,95.02839034962908,48.48,USD,False,0.5101633293127671
2026-03-15,res-1483,RDS (Database),Data Science,Prod,20.35548662566083,45.79,USD,False,2.249516351148076
2026-03-18,res-3329,RDS (Database),Engineering,Dev,63.40847850782606,49.18,USD,False,0.7756060570658553
2026-01-24,res-1389,S3 (Storage),Sales,Dev,6.865197038161747,1.58,USD,False,0.2301463441205275
2026-04-01,res-2452,EC2 (Compute),Engineering,Dev,5.397397689624743,36.94,USD,False,6.844038946955616
2026-01-19,res-3505,RDS (Database),Marketing,Prod,2.221185409938652,13.24,USD,False,5.960781094976525
2026-03-24,res-7228,CloudFront (CDN),Unallocated,Staging,99.74687634712215,35.34,USD,False,0.3542968090250338
2026-01-04,res-1248,Lambda (Serverless),Unallocated,Dev,53.88032467937352,29.65,USD,False,0.5502936401448713
2026-02-17,res-4987,S3 (Storage),Engineering,Prod,70.0226354091518,8.11,USD,False,0.1158196910557873
2026-03-01,res-1999,Lambda (Serverless),Data Science,Staging,54.838402851706014,5.5,USD,False,0.1002946788015161
2026-03-16,res-6165,S3 (Storage),Marketing,Staging,0.0,192.24,USD,True,0.0
2026-01-18,res-8322,S3 (Storage),Marketing,Prod,3.587021718238917,29.31,USD,False,8.171124208969113
2026-01-07,res-2418,Lambda (Serverless),Unallocated,Dev,34.60813616183406,13.74,USD,False,0.397016468490219
2026-02-15,res-7618,EC2 (Compute),Sales,Prod,46.06662568716072,49.94,USD,False,1.0840820063345518
2026-01-03,res-7807,S3 (Storage),Engineering,Dev,20.77393517407408,35.75,USD,False,1.7209064965513172
2026-03-28,res-4289,RDS (Database),Sales,Prod,54.272175622780665,15.16,USD,False,0.2793328225013447
2026-01-26,res-1196,Lambda (Serverless),Sales,Prod,71.08263673497494,41.14,USD,False,0.5787629988092127
2026-01-24,res-3230,RDS (Database),Data Science,Staging,39.678606714535015,21.61,USD,False,0.5446259783129899
2026-03-29,res-9176,CloudFront (CDN),Engineering,Prod,82.99408948576011,5.13,USD,False,0.0618116305846115
2026-03-27,res-3969,Lambda (Serverless),Sales,Dev,38.68656171214922,36.08,USD,False,0.9326235882231256
2026-02-10,res-5038,RDS (Database),Data Science,Staging,51.277825876159326,4.07,USD,False,0.0793715398509567
2026-03-19,res-7268,CloudFront (CDN),Engineering,Staging,34.784046413086784,45.57,USD,False,1.3100833485219598
2026-03-20,res-4878,EC2 (Compute),Marketing,Staging,68.85563928315266,47.87,USD,False,0.6952226498565478
2026-01-25,res-4716,CloudFront (CDN),Sales,Dev,28.39738095938999,21.43,USD,False,0.754647058144067
2026-01-09,res-3535,RDS (Database),Sales,Staging,13.752309830881892,21.17,USD,False,1.539377767105065
2026-01-24,res-4715,RDS (Database),Engineering,Dev,47.34685048456017,11.09,USD,False,0.2342288850578657
2026-03-09,res-6436,EC2 (Compute),Data Science,Dev,84.71327105782785,36.68,USD,False,0.4329900090265799
2026-03-13,res-6549,Lambda (Serverless),Data Science,Prod,49.84278608568153,40.61,USD,False,0.8147618379556463
2026-03-01,res-9359,S3 (Storage),Data Science,Prod,0.0,134.18,USD,True,0.0
2026-01-14,res-7319,S3 (Storage),Unallocated,Staging,60.52264238121687,11.35,USD,False,0.1875331207204935
2026-01-09,res-7407,Lambda (Serverless),Engineering,Prod,24.354918049160805,22.88,USD,False,0.93944064824264
2026-03-22,res-7619,RDS (Database),Sales,Staging,76.72802068993951,3.76,USD,False,0.0490042616268479
2026-02-15,res-5311,Lambda (Serverless),Marketing,Dev,36.88515973355542,22.19,USD,False,0.6015969609537346
2026-01-16,res-5015,Lambda (Serverless),Data Science,Dev,71.32152095939782,13.62,USD,False,0.1909662023017378
2026-01-08,res-3850,EC2 (Compute),Data Science,Prod,68.53267082694585,3.67,USD,False,0.0535511013319069
2026-01-26,res-3993,EC2 (Compute),Marketing,Dev,62.75491402077421,37.54,USD,False,0.5982001662463097
2026-03-05,res-5773,Lambda (Serverless),Unallocated,Staging,4.692231610445871,11.5,USD,False,2.450859410775597
2026-03-09,res-8495,CloudFront (CDN),Engineering,Dev,94.51699615705564,5.62,USD,False,0.0594602053440361
2026-01-20,res-5352,CloudFront (CDN),Engineering,Staging,52.40041578797847,36.19,USD,False,0.6906433747860182
2026-03-16,res-4239,EC2 (Compute),Sales,Prod,92.16247333038068,31.15,USD,False,0.3379900611861252
2026-02-02,res-6787,RDS (Database),Sales,Staging,20.17441377321269,27.44,USD,False,1.3601386542608962
2026-03-14,res-5774,S3 (Storage),Marketing,Dev,62.29117484949668,43.09,USD,False,0.6917512810460048
2026-01-08,res-2438,Lambda (Serverless),Unallocated,Dev,9.201243874662522,2.01,USD,False,0.2184487257787982
2026-01-14,res-9177,RDS (Database),Unallocated,Dev,15.424270361191889,1.84,USD,False,0.1192925147778476
2026-03-12,res-1339,RDS (Database),Marketing,Dev,57.404695062342725,7.19,USD,False,0.1252510790657716
2026-03-20,res-4796,Lambda (Serverless),Marketing,Prod,26.508102534858256,38.73,USD,False,1.461062705226445
2026-02-20,res-7328,RDS (Database),Marketing,Prod,26.878337446507487,6.67,USD,False,0.248155229588677
2026-01-01,res-7589,Lambda (Serverless),Marketing,Dev,31.767874976074705,28.32,USD,False,0.8914666159234321
2026-01-22,res-6142,CloudFront (CDN),Data Science,Prod,12.24677834294632,2.1,USD,False,0.1714736677021284
2026-02-05,res-4225,EC2 (Compute),Data Science,Dev,99.54467243850031,27.22,USD,False,0.2734450707727908
2026-02-14,res-9757,RDS (Database),Data Science,Staging,18.93814009451223,20.14,USD,False,1.0634624044119323
2026-03-04,res-9627,RDS (Database),Sales,Staging,0.0,112.75,USD,True,0.0
2026-03-05,res-2438,EC2 (Compute),Engineering,Prod,25.898464303749243,18.03,USD,False,0.6961802749590003
2026-01-04,res-6544,CloudFront (CDN),Marketing,Staging,84.02155650370814,40.93,USD,False,0.4871368932351738
2026-02-16,res-6594,CloudFront (CDN),Engineering,Prod,42.18516561857331,40.56,USD,False,0.9614754240088184
2026-01-03,res-6752,S3 (Storage),Marketing,Prod,4.491339223128808,20.36,USD,False,4.533169059053301
2026-02-07,res-9748,S3 (Storage),Marketing,Prod,57.29170776094427,24.23,USD,False,0.4229233330083691
2026-01-27,res-4979,CloudFront (CDN),Sales,Prod,20.18889359090428,49.89,USD,False,2.471160679279472
2026-01-06,res-1745,S3 (Storage),Sales,Dev,49.11750979259091,46.45,USD,False,0.9456912656228904
2026-02-19,res-6411,RDS (Database),Engineering,Staging,81.68840974929886,39.23,USD,False,0.4802394870997805
2026-03-31,res-3103,EC2 (Compute),Engineering,Staging,93.98208444490676,42.21,USD,False,0.4491281529805175
2026-01-05,res-8731,S3 (Storage),Sales,Dev,26.652816371238305,27.43,USD,False,1.0291595311330914
2026-01-31,res-8488,S3 (Storage),Sales,Prod,6.374540963325495,28.55,USD,False,4.478753868593219
2026-03-23,res-9979,Lambda (Serverless),Engineering,Dev,59.4818312929117,42.64,USD,False,0.7168575525192564
2026-02-07,res-3056,RDS (Database),Unallocated,Staging,97.09095360061812,45.12,USD,False,0.4647188880809668
2026-02-14,res-3408,CloudFront (CDN),Data Science,Staging,70.95469259394264,5.37,USD,False,0.0756820980217795
2026-02-26,res-8367,S3 (Storage),Unallocated,Staging,91.2206792646703,41.58,USD,False,0.4558176976446162
2026-01-03,res-5704,EC2 (Compute),Marketing,Staging,92.8014913593954,4.95,USD,False,0.053339660036604
2026-03-06,res-3212,EC2 (Compute),Data Science,Prod,24.834615593189685,17.74,USD,False,0.7143255321763378
2026-01-07,res-2677,RDS (Database),Data Science,Staging,80.40643551130024,49.03,USD,False,0.6097770618510924
2026-02-01,res-4713,CloudFront (CDN),Sales,Dev,52.14550409333816,34.74,USD,False,0.6662127560952701
2026-01-24,res-8182,CloudFront (CDN),Engineering,Staging,0.0,168.67,USD,True,0.0
2026-02-01,res-5516,S3 (Storage),Data Science,Staging,9.770933412772138,6.24,USD,False,0.6386288531905605
2026-02-05,res-5554,CloudFront (CDN),Engineering,Staging,70.06120617589539,20.5,USD,False,0.2926012999052968
2026-01-29,res-6716,RDS (Database),Data Science,Staging,45.89766414879743,46.9,USD,False,1.0218384937401837
2026-03-27,res-1350,RDS (Database),Engineering,Prod,7.1503335127032095,49.04,USD,False,6.858421346763201
2026-01-09,res-2846,S3 (Storage),Sales,Staging,16.7670740371356,18.46,USD,False,1.100967286189285
2026-01-14,res-9964,RDS (Database),Marketing,Staging,35.5024928392845,8.89,USD,False,0.2504049515690055
2026-02-23,res-3855,Lambda (Serverless),Marketing,Prod,26.59958348911928,31.02,USD,False,1.1661836739920728
2026-01-09,res-8771,CloudFront (CDN),Marketing,Staging,73.23857698375404,10.44,USD,False,0.1425478269780668
2026-02-07,res-9775,CloudFront (CDN),Marketing,Staging,78.74375749960296,19.8,USD,False,0.251448503712816
2026-04-01,res-7509,CloudFront (CDN),Unallocated,Dev,0.0,152.49,USD,True,0.0
2026-03-10,res-5655,CloudFront (CDN),Unallocated,Dev,84.90489924018246,45.26,USD,False,0.53306700090376
2026-01-12,res-8685,CloudFront (CDN),Unallocated,Staging,52.62245221388316,47.51,USD,False,0.9028465607588244
2026-02-19,res-3359,RDS (Database),Unallocated,Staging,50.171698163103,24.93,USD,False,0.4968936853393949
2026-01-15,res-8307,S3 (Storage),Unallocated,Staging,71.0526140696944,30.02,USD,False,0.4225038078198481
2026-02-24,res-4039,Lambda (Serverless),Unallocated,Prod,64.53992131895738,42.62,USD,False,0.6603664697601851
2026-01-02,res-9246,CloudFront (CDN),Marketing,Staging,49.01091145899437,34.18,USD,False,0.6973957223504638
2026-01-10,res-7015,CloudFront (CDN),Data Science,Staging,17.415034597361878,17.87,USD,False,1.026124863553647
2026-03-12,res-4669,EC2 (Compute),Data Science,Dev,0.0,198.01,USD,True,0.0
2026-02-09,res-6880,EC2 (Compute),Marketing,Dev,41.48052499044372,14.41,USD,False,0.3473919388271912
2026-03-01,res-5406,S3 (Storage),Engineering,Staging,96.22659894251872,21.5,USD,False,0.2234309456665209
2026-03-18,res-5424,RDS (Database),Unallocated,Staging,83.48529368315965,15.6,USD,False,0.1868592576221214
2026-03-23,res-9416,CloudFront (CDN),Unallocated,Staging,73.69491531868464,37.58,USD,False,0.5099402019459537
2026-02-14,res-2499,S3 (Storage),Unallocated,Prod,0.0,181.76,USD,True,0.0
2026-01-03,res-3212,S3 (Storage),Sales,Dev,77.65492101290405,47.17,USD,False,0.6074309185397495
2026-03-19,res-2992,EC2 (Compute),Engineering,Prod,73.68490777195431,26.81,USD,False,0.3638465570585178
2026-02-15,res-6603,Lambda (Serverless),Unallocated,Dev,40.26600126480728,11.25,USD,False,0.2793920341385517
2026-02-25,res-2594,S3 (Storage),Sales,Prod,84.3257649843292,26.59,USD,False,0.3153247409607418
2026-02-04,res-7677,Lambda (Serverless),Engineering,Prod,27.52640512364945,21.39,USD,False,0.7770720478724145
2026-02-01,res-5991,CloudFront (CDN),Marketing,Dev,90.06370439032911,33.76,USD,False,0.3748457853086608
2026-03-24,res-1072,EC2 (Compute),Marketing,Prod,9.306659799398052,47.15,USD,False,5.0662644833165205
2026-03-28,res-4841,CloudFront (CDN),Data Science,Staging,9.051620356038184,14.11,USD,False,1.5588369203517751
2026-03-28,res-3711,RDS (Database),Sales,Dev,66.57953343838686,10.67,USD,False,0.1602594588601929
2026-01-28,res-9737,S3 (Storage),Marketing,Dev,72.23698328487137,18.86,USD,False,0.2610850999359196
2026-01-01,res-3238,CloudFront (CDN),Engineering,Staging,11.1588558299093,7.21,USD,False,0.6461235909755995
2026-02-20,res-7790,S3 (Storage),Unallocated,Prod,35.916558322415604,4.82,USD,False,0.134199940783074
2026-01-07,res-6258,Lambda (Serverless),Sales,Dev,21.17613374995241,4.41,USD,False,0.2082533125297204
2026-03-05,res-8856,CloudFront (CDN),Unallocated,Staging,90.84449961548604,15.98,USD,False,0.1759049812331833
2026-02-16,res-3101,Lambda (Serverless),Marketing,Dev,6.519041543908481,12.79,USD,False,1.9619448524532297
2026-03-23,res-9048,Lambda (Serverless),Unallocated,Prod,60.058848637004246,28.68,USD,False,0.477531631905599
2026-03-18,res-4642,EC2 (Compute),Engineering,Dev,74.69964941944254,35.03,USD,False,0.4689446372539805
2026-02-04,res-2149,S3 (Storage),Marketing,Prod,64.4179041888268,10.41,USD,False,0.1616010351638481
2026-03-29,res-3594,CloudFront (CDN),Marketing,Dev,85.16645524504237,27.59,USD,False,0.3239538374659081
2026-04-01,res-3938,CloudFront (CDN),Unallocated,Prod,25.93878130296713,5.99,USD,False,0.2309283512604659
2026-03-19,res-3375,EC2 (Compute),Data Science,Prod,27.752641957983816,40.63,USD,False,1.464004762556008
2026-01-06,res-5150,RDS (Database),Marketing,Prod,32.89872053828466,48.51,USD,False,1.4745254285359912
2026-01-01,res-1450,S3 (Storage),Data Science,Staging,11.85659077405003,24.2,USD,False,2.041058889623265
2026-02-04,res-6148,RDS (Database),Sales,Dev,10.852246036023876,12.7,USD,False,1.1702646583797058
2026-03-16,res-5137,S3 (Storage),Data Science,Dev,64.58318533161412,22.97,USD,False,0.3556653311857622
2026-03-02,res-7325,EC2 (Compute),Engineering,Dev,0.0,190.69,USD,True,0.0
2026-02-02,res-3327,Lambda (Serverless),Sales,Staging,91.9323685096477,3.07,USD,False,0.0333941140619892
2026-01-04,res-7566,Lambda (Serverless),Data Science,Dev,19.04372256583561,20.16,USD,False,1.0586165562066625
2026-01-30,res-8580,S3 (Storage),Marketing,Prod,70.97472274109761,16.67,USD,False,0.2348723511158897
2026-02-06,res-8501,EC2 (Compute),Data Science,Staging,33.31209703281051,7.01,USD,False,0.2104340652314848
2026-02-01,res-6384,CloudFront (CDN),Engineering,Prod,99.77193987487732,5.74,USD,False,0.0575312057397947
2026-01-06,res-9270,S3 (Storage),Sales,Prod,85.015855670497,2.41,USD,False,0.028347653281767
2026-01-11,res-9267,Lambda (Serverless),Engineering,Dev,31.30118595591465,19.37,USD,False,0.6188263929450206
2026-02-02,res-5578,CloudFront (CDN),Sales,Dev,24.455899216454668,0.77,USD,False,0.0314852458780955
2026-02-17,res-3028,CloudFront (CDN),Unallocated,Staging,97.85471226597215,24.5,USD,False,0.2503711822626205
2026-02-13,res-4511,EC2 (Compute),Data Science,Staging,24.278136770528526,4.27,USD,False,0.1758784061709132
2026-02-25,res-6804,RDS (Database),Engineering,Staging,39.03232934563184,35.46,USD,False,0.908477679771586
2026-02-12,res-4415,CloudFront (CDN),Unallocated,Prod,0.0,159.82,USD,True,0.0
2026-02-07,res-2857,RDS (Database),Data Science,Staging,92.47711772807796,39.71,USD,False,0.429403521385304
2026-02-04,res-5015,Lambda (Serverless),Marketing,Dev,7.503090593115511,2.69,USD,False,0.3585189285156999
2026-02-16,res-8079,EC2 (Compute),Unallocated,Dev,33.58748789221121,11.87,USD,False,0.3534054121014689
2026-02-26,res-3188,EC2 (Compute),Sales,Dev,46.28339998081699,49.94,USD,False,1.0790045679595397
2026-01-12,res-1184,EC2 (Compute),Unallocated,Dev,10.232619779860542,34.0,USD,False,3.322707256935074
2026-02-08,res-4892,EC2 (Compute),Sales,Dev,1.9009966313472968,16.08,USD,False,8.458720933452465
2026-03-07,res-8106,RDS (Database),Marketing,Staging,65.51373729640906,42.4,USD,False,0.6471925087736374
2026-01-05,res-6172,RDS (Database),Data Science,Staging,3.4527458037594143,47.78,USD,False,13.838261695366118
2026-01-01,res-5982,S3 (Storage),Sales,Prod,52.10573601290241,4.77,USD,False,0.0915446237784426
2026-03-23,res-9598,CloudFront (CDN),Unallocated,Dev,46.24403628923381,46.37,USD,False,1.0027238909246232
2026-03-11,res-3065,Lambda (Serverless),Data Science,Prod,65.75171075766269,18.33,USD,False,0.2787760164531357
2026-02-19,res-2902,S3 (Storage),Marketing,Prod,65.02709132165504,27.07,USD,False,0.4162880339534004
2026-01-25,res-7896,RDS (Database),Marketing,Prod,46.79055385170527,8.58,USD,False,0.1833703449459661
2026-01-05,res-1840,EC2 (Compute),Marketing,Dev,73.68794643997848,40.07,USD,False,0.5437795723163282
2026-03-17,res-4046,RDS (Database),Marketing,Prod,92.7533874138611,43.11,USD,False,0.4647808689470852
2026-02-25,res-8632,RDS (Database),Marketing,Dev,99.75591396977846,20.53,USD,False,0.205802334748992
2026-03-22,res-4221,CloudFront (CDN),Marketing,Dev,29.97410615158561,19.32,USD,False,0.644556334800929
2026-01-01,res-5053,EC2 (Compute),Marketing,Staging,69.98391014955237,15.4,USD,False,0.2200505797274104
2026-03-25,res-3845,CloudFront (CDN),Marketing,Prod,57.543863359156624,36.47,USD,False,0.6337773981627658
2026-01-16,res-2286,EC2 (Compute),Engineering,Prod,57.23901774617652,33.2,USD,False,0.5800239296073125
2026-02-05,res-1766,Lambda (Serverless),Data Science,Staging,87.45108179288427,27.2,USD,False,0.3110310294893712
2026-03-29,res-4382,S3 (Storage),Engineering,Staging,71.60052627058103,44.7,USD,False,0.6242970873018036
2026-03-21,res-9602,Lambda (Serverless),Sales,Dev,68.66409667118687,1.63,USD,False,0.0237387525507779
2026-03-07,res-6331,EC2 (Compute),Unallocated,Prod,37.461848902358376,34.65,USD,False,0.9249410003844908
2026-01-23,res-3224,EC2 (Compute),Unallocated,Dev,20.3236731101884,7.63,USD,False,0.3754242630568107
2026-03-10,res-7838,RDS (Database),Engineering,Dev,93.555997264647,18.71,USD,False,0.1999871793047536
2026-03-23,res-6241,RDS (Database),Engineering,Staging,93.1376285133654,34.98,USD,False,0.375573230265148
2026-01-02,res-5153,CloudFront (CDN),Sales,Staging,27.63582968732144,1.45,USD,False,0.0524681189747388
2026-03-08,res-1289,RDS (Database),Marketing,Staging,19.605349308267154,9.07,USD,False,0.4626288395777461
2026-01-28,res-5781,EC2 (Compute),Data Science,Dev,81.43331652653471,2.35,USD,False,0.0288579674786334
2026-01-16,res-7505,S3 (Storage),Data Science,Dev,66.00668520568365,1.08,USD,False,0.0163619790424955
2026-02-12,res-4288,EC2 (Compute),Sales,Dev,58.11970096328762,25.36,USD,False,0.4363408548164952
2026-03-26,res-5985,Lambda (Serverless),Marketing,Dev,18.430008839661674,0.86,USD,False,0.0466630269948252
2026-03-29,res-7250,CloudFront (CDN),Sales,Staging,79.45662259131701,1.02,USD,False,0.0128371930083958
2026-01-17,res-4505,S3 (Storage),Engineering,Prod,7.009130157578926,34.41,USD,False,4.909311030954775
2026-01-08,res-3346,S3 (Storage),Sales,Prod,41.84516648251937,32.22,USD,False,0.7699814030721985
2026-02-26,res-1138,RDS (Database),Marketing,Prod,70.04603993196882,46.69,USD,False,0.6665615935654174
2026-03-04,res-2674,CloudFront (CDN),Engineering,Prod,13.415494542086266,14.25,USD,False,1.0622045989654556
2026-02-02,res-6154,Lambda (Serverless),Data Science,Prod,88.64047698091568,33.22,USD,False,0.374772351542651
2026-03-10,res-4669,Lambda (Serverless),Marketing,Dev,34.46549206923856,9.72,USD,False,0.2820212164814957
2026-01-28,res-5554,Lambda (Serverless),Engineering,Dev,48.1441898167512,33.58,USD,False,0.6974881107733635
2026-01-09,res-2752,EC2 (Compute),Engineering,Dev,45.65276285469879,27.06,USD,False,0.5927352104871536
2026-03-04,res-1627,Lambda (Serverless),Data Science,Dev,76.44556299811916,30.47,USD,False,0.3985842840970335
2026-03-12,res-9625,CloudFront (CDN),Sales,Prod,34.419830764891216,42.71,USD,False,1.240854444977832
2026-01-19,res-6158,RDS (Database),Data Science,Dev,27.03648351351541,45.61,USD,False,1.686979742657723
2026-02-04,res-6624,EC2 (Compute),Marketing,Prod,51.180665098398926,41.55,USD,False,0.8118300127619834
2026-03-18,res-1857,EC2 (Compute),Sales,Prod,70.26699771192091,44.58,USD,False,0.6344372386987146
2026-02-04,res-8311,RDS (Database),Data Science,Prod,86.76217305152605,11.31,USD,False,0.1303563477286726
2026-03-13,res-9509,EC2 (Compute),Marketing,Staging,38.842342508774976,29.62,USD,False,0.7625698680070201
2026-03-09,res-1706,RDS (Database),Sales,Prod,61.01442066735064,41.87,USD,False,0.6862312145562173
2026-01-08,res-3161,EC2 (Compute),Marketing,Staging,97.0672817906905,32.5,USD,False,0.3348193067781671
2026-02-18,res-4364,EC2 (Compute),Unallocated,Dev,58.97795855942968,24.49,USD,False,0.4152398726266936
2026-03-03,res-4273,CloudFront (CDN),Unallocated,Prod,12.573315122067273,42.11,USD,False,3.349156494621951
2026-02-28,res-5317,RDS (Database),Sales,Dev,76.83472015806454,23.86,USD,False,0.3105366942303578
2026-02-25,res-6315,RDS (Database),Unallocated,Dev,90.66983792820304,7.05,USD,False,0.0777546333057587
2026-02-27,res-3023,S3 (Storage),Sales,Staging,46.9107542713536,8.72,USD,False,0.1858848815254487
2026-03-15,res-4108,CloudFront (CDN),Engineering,Staging,10.250159758811671,29.38,USD,False,2.866296788666453
2026-03-14,res-1032,RDS (Database),Sales,Dev,56.3853023518145,36.05,USD,False,0.6393510098618792
2026-01-31,res-7416,Lambda (Serverless),Marketing,Prod,91.8826115821837,13.72,USD,False,0.1493209625167026
2026-01-22,res-3559,CloudFront (CDN),Sales,Prod,50.05294171969225,34.28,USD,False,0.6848748309734866
2026-03-24,res-1636,CloudFront (CDN),Data Science,Staging,28.083264763675835,6.77,USD,False,0.2410688378637737
2026-02-09,res-7844,S3 (Storage),Unallocated,Prod,15.26267573636755,1.81,USD,False,0.1185899531159647
2026-03-09,res-8442,EC2 (Compute),Unallocated,Prod,96.91439676528591,35.22,USD,False,0.3634134986703602
2026-02-01,res-1282,CloudFront (CDN),Engineering,Prod,82.11455432715628,18.37,USD,False,0.2237118638775199
2026-03-17,res-8007,EC2 (Compute),Sales,Prod,74.74258436314551,13.7,USD,False,0.1832957759854404
2026-02-15,res-6423,S3 (Storage),Sales,Prod,92.75830628911852,11.73,USD,False,0.1264576776923755
2026-01-31,res-2005,Lambda (Serverless),Data Science,Prod,37.45905677448111,18.44,USD,False,0.4922708041213201
2026-01-21,res-1436,Lambda (Serverless),Data Science,Dev,30.340307309458804,32.07,USD,False,1.0570097287710052
2026-03-13,res-3918,EC2 (Compute),Marketing,Dev,37.52442423391439,17.95,USD,False,0.4783551078120708
2026-02-22,res-9431,S3 (Storage),Unallocated,Dev,20.24824871189524,22.61,USD,False,1.1166397806402537
2026-01-26,res-1050,CloudFront (CDN),Sales,Staging,95.77930821625732,21.61,USD,False,0.2256228448759246
2026-03-25,res-5871,Lambda (Serverless),Data Science,Dev,45.43549576415111,43.14,USD,False,0.9494779197289562
2026-02-10,res-8023,Lambda (Serverless),Engineering,Dev,15.158643144349949,22.36,USD,False,1.4750660588203235
2026-03-05,res-3788,Lambda (Serverless),Engineering,Prod,0.0,127.94,USD,True,0.0
2026-02-05,res-9755,EC2 (Compute),Sales,Staging,93.95081856473274,27.11,USD,False,0.2885552293652559
2026-01-03,res-5875,EC2 (Compute),Unallocated,Staging,7.642070202505546,38.29,USD,False,5.010422435984186
2026-02-20,res-1198,CloudFront (CDN),Unallocated,Staging,37.77348232408875,0.41,USD,False,0.0108541753307858
2026-02-15,res-3090,RDS (Database),Data Science,Dev,23.5889254958518,41.46,USD,False,1.7576044321006017
2026-02-19,res-7767,S3 (Storage),Sales,Prod,35.672147715548576,29.59,USD,False,0.8294986956196775
2026-01-24,res-3604,CloudFront (CDN),Marketing,Prod,15.704124465575257,38.27,USD,False,2.436939422117484
2026-02-26,res-5026,Lambda (Serverless),Unallocated,Prod,38.53313595528674,6.93,USD,False,0.1798452118727493
2026-02-03,res-8557,S3 (Storage),Unallocated,Dev,82.17037667368497,29.29,USD,False,0.3564544935252817
2026-01-21,res-6147,RDS (Database),Marketing,Staging,38.71873639595452,3.22,USD,False,0.0831638710279924
2026-03-07,res-8317,EC2 (Compute),Sales,Prod,63.70444879367812,27.36,USD,False,0.4294833487785415
2026-03-02,res-3587,S3 (Storage),Sales,Prod,34.82508938687084,40.17,USD,False,1.1534787335002277
2026-03-18,res-5314,S3 (Storage),Unallocated,Prod,96.73327244854153,11.38,USD,False,0.1176430788698245
2026-02-17,res-1357,RDS (Database),Unallocated,Staging,4.153574501480459,24.29,USD,False,5.847975037246187
2026-02-26,res-2280,RDS (Database),Engineering,Prod,84.64301206235969,15.6,USD,False,0.1843034601427805
2026-03-06,res-1283,S3 (Storage),Unallocated,Staging,89.79763288276564,40.78,USD,False,0.4541322381319327
2026-02-09,res-3092,S3 (Storage),Unallocated,Prod,36.420394983210166,16.6,USD,False,0.4557885769128154
2026-02-09,res-2489,RDS (Database),Data Science,Dev,27.25776058576178,40.63,USD,False,1.4905846675175245
2026-03-06,res-6882,EC2 (Compute),Sales,Dev,0.0,85.34,USD,True,0.0
2026-01-27,res-2503,S3 (Storage),Unallocated,Staging,14.635130613796916,45.12,USD,False,3.0829926422019227
2026-01-13,res-8195,CloudFront (CDN),Data Science,Staging,96.3967400522265,45.31,USD,False,0.4700366420633273
2026-01-16,res-1777,CloudFront (CDN),Marketing,Dev,28.419959568608995,36.48,USD,False,1.283604922516978
2026-03-22,res-2956,EC2 (Compute),Engineering,Prod,12.755333937349183,10.66,USD,False,0.8357288058751807
2026-03-03,res-9257,CloudFront (CDN),Marketing,Prod,44.269226552503554,26.05,USD,False,0.5884448866325811
2026-01-29,res-1970,RDS (Database),Engineering,Staging,96.39083660462224,4.57,USD,False,0.0474111457165302
2026-03-29,res-5467,CloudFront (CDN),Marketing,Prod,91.91754424199551,22.0,USD,False,0.2393449496657525
2026-03-20,res-9640,S3 (Storage),Engineering,Dev,58.5308830542392,4.73,USD,False,0.0808120389302314
2026-01-26,res-1076,S3 (Storage),Sales,Prod,44.554000536733646,44.09,USD,False,0.9895856593988438
2026-03-19,res-1491,RDS (Database),Marketing,Staging,64.38672937384068,14.11,USD,False,0.219144537037669
2026-03-13,res-3132,CloudFront (CDN),Data Science,Staging,37.20077063776819,4.22,USD,False,0.1134385102150446
2026-03-31,res-1714,Lambda (Serverless),Data Science,Dev,92.55877664926984,25.92,USD,False,0.2800382733905167
2026-01-01,res-8317,S3 (Storage),Data Science,Staging,77.10031470446367,42.81,USD,False,0.5552506518825084
2026-01-26,res-8940,RDS (Database),Engineering,Staging,37.26091246560752,17.38,USD,False,0.4664405364748393
2026-01-27,res-4691,EC2 (Compute),Unallocated,Prod,23.421872387353226,43.27,USD,False,1.8474184849271007
2026-01-29,res-4950,RDS (Database),Marketing,Prod,51.29914106942208,14.71,USD,False,0.2867494405041452
